language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=10.28 s (340.1 files/s, 34997.0 lines/s)"
Python,./test/support/integration/plugins/inventory/foreman.py,48,26,221
Python,./test/lib/ansible_test/_internal/config.py,86,39,221
Python,./test/lib/ansible_test/_internal/commands/coverage/__init__.py,77,30,218
Python,./test/support/windows-integration/plugins/modules/win_stat.py,13,5,218
PowerShell,./test/support/windows-integration/plugins/modules/win_certificate_store.ps1,26,18,216
YAML,./.github/ISSUE_TEMPLATE/bug_report.yml,46,2,215
Python,./lib/ansible/playbook/play_context.py,65,70,214
PowerShell,./test/support/windows-integration/plugins/modules/win_wait_for.ps1,33,13,213
YAML,./.azure-pipelines/azure-pipelines.yml,6,0,213
YAML,./test/integration/targets/win_become/tasks/main.yml,35,4,212
Python,./test/support/network-integration/collections/ansible_collections/vyos/vyos/plugins/module_utils/network/vyos/facts/firewall_rules/firewall_rules.py,30,140,210
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/modules/cli_config.py,55,180,209
Python,./test/lib/ansible_test/_internal/classification/python.py,90,46,209
Python,./lib/ansible/inventory/group.py,55,25,208
Python,./test/lib/ansible_test/_util/controller/sanity/pylint/plugins/deprecated.py,29,23,208
YAML,./test/integration/targets/service/tasks/tests.yml,44,6,208
Python,./lib/ansible/plugins/action/include_vars.py,44,38,208
Python,./test/units/cli/galaxy/test_execute_list_collection.py,60,10,207
Python,./lib/ansible/modules/expect.py,33,18,207
PowerShell,./test/integration/targets/module_utils_Ansible.Process/library/ansible_process_tests.ps1,31,4,207
Python,./lib/ansible/plugins/shell/powershell.py,43,38,206
Python,./lib/ansible/parsing/mod_args.py,59,84,202
Python,./lib/ansible/module_utils/facts/network/generic_bsd.py,55,53,202
YAML,./test/integration/targets/replace/tasks/main.yml,47,16,202
PowerShell,./test/support/windows-integration/plugins/modules/win_get_url.ps1,38,34,202
Python,./test/units/playbook/test_play.py,67,23,201
Python,./test/support/windows-integration/plugins/modules/win_get_url.py,11,5,199
Python,./test/lib/ansible_test/_internal/ansible_util.py,66,35,199
Python,./test/lib/ansible_test/_internal/commands/sanity/pylint.py,62,9,198
Python,./hacking/build_library/build_ansible/command_plugins/generate_man.py,71,34,198
Python,./test/units/module_utils/basic/test_run_command.py,61,19,198
Python,./lib/ansible/modules/rpm_key.py,37,19,197
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/module_utils/network/common/network.py,49,29,197
Python,./test/lib/ansible_test/_util/controller/sanity/code-smell/runtime-metadata.py,44,36,197
Python,./hacking/backport/backport_of_line_adder.py,44,34,197
Python,./lib/ansible/plugins/action/pause.py,51,52,196
YAML,./test/integration/targets/lookup_subelements/tasks/main.yml,29,1,194
Python,./test/lib/ansible_test/_internal/data.py,69,22,194
Python,./hacking/test-module.py,56,42,194
Python,./test/support/windows-integration/plugins/modules/win_whoami.py,6,5,192
Python,./test/units/plugins/connection/test_psrp.py,23,18,192
Python,./lib/ansible/plugins/strategy/free.py,51,52,191
Python,./test/lib/ansible_test/_internal/cli/commands/__init__.py,46,3,191
Python,./test/support/windows-integration/plugins/modules/win_certificate_store.py,13,4,191
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/connection/netconf.py,36,177,191
Python,./test/units/module_utils/facts/other/test_facter.py,17,20,191
YAML,./test/integration/targets/ansible-vault/roles/test_vault_embedded_ids/vars/main.yml,0,3,191
YAML,./test/integration/targets/git/tasks/specific-revision.yml,42,6,190
Python,./lib/ansible/plugins/inventory/toml.py,48,16,190
Python,./lib/ansible/utils/plugin_docs.py,53,28,189
Python,./lib/ansible/modules/shell.py,18,10,189
Python,./test/support/windows-integration/plugins/modules/win_copy.py,12,7,188
Python,./test/lib/ansible_test/_internal/cli/parsers/__init__.py,77,38,188
YAML,./test/integration/targets/git/tasks/gpg-verification.yml,24,1,187
Python,./lib/ansible/inventory/data.py,57,40,186
Python,./lib/ansible/plugins/connection/__init__.py,61,104,186
Python,./test/lib/ansible_test/_internal/cli/parsers/host_config_parsers.py,80,45,185
YAML,./test/integration/targets/include_vars/tasks/main.yml,32,0,185
Python,./lib/ansible/utils/encrypt.py,52,27,184
Python,./test/support/windows-integration/plugins/modules/win_regedit.py,20,6,184
Python,./test/units/playbook/test_conditional.py,36,5,184
Python,./test/units/module_utils/common/parameters/test_list_no_log_values.py,39,5,184
Python,./test/support/windows-integration/plugins/modules/win_user.py,7,5,182
Python,./test/lib/ansible_test/_internal/ssh.py,62,16,180
YAML,./test/integration/targets/package/tasks/main.yml,30,32,180
Python,./lib/ansible/modules/include_vars.py,15,2,177
Python,./lib/ansible/module_utils/facts/hardware/sunos.py,54,55,177
Python,./lib/ansible/utils/version.py,62,34,176
Python,./test/support/integration/plugins/module_utils/aws/core.py,65,94,176
YAML,./test/integration/targets/git/tasks/depth.yml,42,11,176
Python,./test/lib/ansible_test/_internal/connections.py,50,16,176
Python,./test/lib/ansible_test/_util/controller/sanity/yamllint/yamllinter.py,55,15,176
Python,./lib/ansible/plugins/lookup/password.py,63,150,176
Python,./test/units/config/manager/test_find_ini_config_file.py,42,37,174
YAML,./test/integration/targets/yum_repository/tasks/main.yml,24,0,174
Python,./lib/ansible/parsing/splitter.py,49,64,173
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/action/net_put.py,34,28,173
Python,./test/units/cli/test_vault.py,33,26,171
YAML,./test/integration/targets/script/tasks/main.yml,44,27,170
Python,./lib/ansible/plugins/test/core.py,58,47,170
Python,./lib/ansible/utils/_junit_xml.py,59,39,170
Python,./lib/ansible/modules/debconf.py,37,6,169
Python,./test/lib/ansible_test/_internal/provider/layout/__init__.py,48,20,168
Python,./lib/ansible/module_utils/service.py,53,53,168
YAML,./test/integration/targets/lookup_sequence/tasks/main.yml,30,0,168
Python,./test/lib/ansible_test/_internal/commands/integration/filters.py,77,28,168
YAML,./test/integration/targets/apt_repository/tasks/apt.yml,52,23,168
Python,./lib/ansible/module_utils/facts/hardware/freebsd.py,37,38,166
PowerShell,./test/support/windows-integration/plugins/modules/win_acl.ps1,33,26,166
Python,./test/lib/ansible_test/_internal/ci/azp.py,58,39,165
PowerShell,./test/support/windows-integration/collections/ansible_collections/ansible/windows/plugins/modules/win_uri.ps1,32,22,165
Python,./test/integration/targets/ansible-galaxy-collection/library/setup_collections.py,31,3,165
YAML,./test/integration/targets/wait_for/tasks/main.yml,25,0,164
Python,./test/support/windows-integration/plugins/modules/win_lineinfile.py,13,3,164
Python,./lib/ansible/module_utils/facts/hardware/aix.py,40,48,164
YAML,./test/integration/targets/windows-paths/tasks/main.yml,21,7,163
Python,./lib/ansible/modules/getent.py,31,5,163
YAML,./test/integration/targets/ansible-galaxy-collection/tasks/main.yml,19,10,163
Python,./hacking/report.py,61,2,162
Python,./lib/ansible/playbook/included_file.py,32,29,162
Python,./lib/ansible/plugins/filter/mathstuff.py,54,37,161
Python,./test/support/integration/plugins/module_utils/docker/swarm.py,50,70,160
Python,./test/lib/ansible_test/_internal/diff.py,49,17,160
YAML,./test/integration/targets/expect/tasks/main.yml,29,16,159
Python,./test/lib/ansible_test/_internal/venv.py,64,28,159
Python,./test/lib/ansible_test/_internal/cli/argparsing/__init__.py,55,49,159
Python,./test/lib/ansible_test/_util/target/setup/requirements.py,81,25,158
PowerShell,./lib/ansible/executor/powershell/exec_wrapper.ps1,25,55,157
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/action/network.py,30,22,157
Python,./test/units/plugins/cache/test_cache.py,56,34,157
Python,./lib/ansible/galaxy/dependency_resolution/providers.py,54,156,157
Python,./test/integration/targets/argspec/library/argspec.py,8,2,156
Python,./test/units/utils/test_encrypt.py,55,9,156
Python,./test/units/module_utils/basic/test_atomic_move.py,50,18,155
make,./docs/docsite/Makefile,37,19,155
Python,./lib/ansible/module_utils/common/file.py,39,11,155
YAML,./.github/ISSUE_TEMPLATE/documentation_report.yml,44,1,154
Python,./lib/ansible/cli/playbook.py,49,30,152
Python,./test/units/module_utils/common/text/formatters/test_human_to_bytes.py,21,12,152
Python,./hacking/azp/download.py,51,28,152
Python,./test/units/module_utils/urls/test_fetch_url.py,60,8,152
YAML,./test/integration/targets/parsing/roles/test_good_parsing/tasks/main.yml,47,18,152
YAML,./.github/BOTMETA.yml,0,0,151
Python,./test/units/playbook/role/test_include_role.py,31,70,150
Python,./test/support/integration/plugins/modules/htpasswd.py,41,84,150
YAML,./test/integration/targets/win_fetch/tasks/main.yml,38,24,150
YAML,./test/integration/targets/yum/tasks/proxy.yml,31,5,150
Python,./test/integration/targets/ansible-galaxy-collection/library/reset_pulp.py,46,15,150
Python,./test/lib/ansible_test/_internal/completion.py,65,31,149
YAML,./test/integration/targets/roles_arg_spec/test_complex_role_fails.yml,8,13,149
YAML,./test/integration/targets/group_by/test_group_by.yml,22,16,149
YAML,./test/integration/targets/rpm_key/tasks/rpm_key.yaml,37,9,149
Python,./packaging/release/versionhelper/version_helper.py,36,10,149
PowerShell,./lib/ansible/executor/powershell/coverage_wrapper.ps1,31,20,148
YAML,./test/integration/targets/environment/test_environment.yml,25,0,148
Python,./test/support/windows-integration/plugins/modules/win_shell.py,10,10,147
YAML,./test/integration/targets/stat/tasks/main.yml,16,16,147
YAML,./test/integration/targets/user/tasks/test_local.yml,17,5,147
Python,./lib/ansible/constants.py,35,22,147
Python,./test/units/vars/test_variable_manager.py,59,102,146
Python,./lib/ansible/utils/vars.py,61,88,146
Python,./test/lib/ansible_test/_internal/commands/sanity/import.py,51,16,145
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/action/net_get.py,31,23,145
YAML,./test/integration/targets/ansible-galaxy-collection/tasks/download.yml,25,1,145
Python,./test/lib/ansible_test/_util/controller/sanity/pylint/plugins/unwanted.py,49,21,144
Python,./test/lib/ansible_test/_internal/commands/env/__init__.py,43,9,144
YAML,./test/integration/targets/win_async_wrapper/tasks/main.yml,28,85,144
Python,./lib/ansible/module_utils/common/arg_spec.py,63,72,143
